순위,단어,빈도,,,
1310,왼쪽,5,,,
1311,요구,5,,,
1312,요새,5,,,
1313,요하문명,5,,,
1314,우길,5,,,
1315,우리땅,5,,,
1316,우주,5,,,
1317,웃음,5,,,
1318,위아래,5,,,
1319,위키,5,,,
1320,유구,5,,,
1321,유니클로,5,,,
1322,의지,5,,,
1323,이나라,5,,,
1324,이란,5,,,
1325,인민해방군,5,,,
1326,인생,5,,,
1327,인스타,5,,,
1328,일만,5,,,
1329,일반인,5,,,
1330,일상,5,,,
1331,일제,5,,,
1332,자치구,5,,,
1333,저출산,5,,,
1334,전국,5,,,
1335,정치권,5,,,
1336,제갈량,5,,,
1337,제기,5,,,
1338,제제,5,,,
1339,조선시대,5,,,
1340,종,5,,,
1341,종이,5,,,
1342,주류,5,,,
1343,주위,5,,,
1344,주작,5,,,
1345,죽음,5,,,
1346,준비,5,,,
1347,줌,5,,,
1348,중공군,5,,,
1349,중뽕,5,,,
1350,지능,5,,,
1351,지대,5,,,
1352,지방,5,,,
1353,짱깨,5,,,
1354,쭝궈,5,,,
1355,참깨,5,,,
1356,추구,5,,,
1357,추측,5,,,
1358,춘장,5,,,
1359,충격,5,,,
1360,친일,5,,,
1361,침투,5,,,
1362,침해,5,,,
1363,카카오,5,,,
1364,콩,5,,,
1365,태극기,5,,,
1366,테,5,,,
1367,투자,5,,,
1368,투표,5,,,
1369,파시즘,5,,,
1370,파오,5,,,
1371,판매,5,,,
1372,팬더,5,,,
1373,풀,5,,,
1374,피자,5,,,
1375,피해자,5,,,
1376,필리핀,5,,,
1377,학교,5,,,
1378,학자,5,,,
1379,한국사,5,,,
1380,한나라,5,,,
1381,한민족,5,,,
1382,한중,5,,,
1383,한지,5,,,
1384,한참,5,,,
1385,한편,5,,,
1386,허가,5,,,
1387,현질,5,,,
1388,형태,5,,,
1389,호불호,5,,,
1390,혹,5,,,
1391,확장,5,,,
1392,훠궈,5,,,
1393,가나,4,,,
1394,가온,4,,,
1395,가치,4,,,
1396,간만,4,,,
1397,간섭,4,,,
1398,갈기갈기,4,,,
1399,감사,4,,,
1400,감상,4,,,
1401,갑,4,,,
1402,강간,4,,,
1403,강국,4,,,
1404,개발자,4,,,
1405,개방,4,,,
1406,거인,4,,,
1407,겉,4,,,
1408,결속,4,,,
1409,겹,4,,,
1410,고문,4,,,
1411,고요,4,,,
1412,고정,4,,,
1413,고해,4,,,
1414,공공,4,,,
1415,공연,4,,,
1416,공인,4,,,
1417,공카,4,,,
1418,과정,4,,,
1419,과학,4,,,
1420,관리,4,,,
1421,교복,4,,,
1422,구나,4,,,
1423,구라,4,,,
1424,구원,4,,,
1425,구조,4,,,
1426,국가주석,4,,,
1427,국제사회,4,,,
1428,굴,4,,,
1429,그네,4,,,
1430,극혐,4,,,
1431,근대화,4,,,
1432,기간,4,,,
1433,기대,4,,,
1434,기전,4,,,
1435,기준,4,,,
1436,깜짝,4,,,
1437,깽,4,,,
1438,끌,4,,,
1439,나발,4,,,
1440,나찌,4,,,
1441,납치,4,,,
1442,노노,4,,,
1443,노답,4,,,
1444,노래,4,,,
1445,노력,4,,,
1446,노스,4,,,
1447,논,4,,,
1448,능지,4,,,
1449,달달,4,,,
1450,담당,4,,,
1451,답글,4,,,
1452,답변,4,,,
1453,당근,4,,,
1454,대거,4,,,
1455,대리,4,,,
1456,대적,4,,,
1457,대학,4,,,
1458,더빙,4,,,
1459,도입,4,,,
1460,독재자,4,,,
1461,동남아,4,,,
1462,동맹,4,,,
1463,동물,4,,,
1464,동생,4,,,
1465,동참,4,,,
1466,돼지,4,,,
1467,뒤통수,4,,,
1468,땜,4,,,
1469,떡,4,,,
1470,떼놈,4,,,
1471,뜬금,4,,,
1472,루리웹,4,,,
1473,리지,4,,,
1474,마을,4,,,
1475,만물,4,,,
1476,만화,4,,,
1477,망,4,,,
1478,매체,4,,,
1479,맨손,4,,,
1480,멸만흥한,4,,,
1481,몇몇,4,,,
1482,무력,4,,,
1483,무릎,4,,,
1484,무술,4,,,
1485,문구,4,,,
1486,미개,4,,,
1487,밀리,4,,,
1488,바퀴,4,,,
1489,박멸,4,,,
1490,박아,4,,,
1491,박해,4,,,
1492,반,4,,,
1493,반발,4,,,
1494,발표,4,,,
1495,밤,4,,,
1496,방사,4,,,
1497,방식,4,,,
1498,배우,4,,,
1499,법안,4,,,
1500,벽화,4,,,
1501,병크,4,,,
1502,보이지,4,,,
1503,보호,4,,,
1504,복의,4,,,
1505,부서,4,,,
1506,부적,4,,,
1507,부흥,4,,,
1508,북괴,4,,,
1509,북조선,4,,,
1510,분해,4,,,
1511,불공정,4,,,
1512,븅,4,,,
1513,브금,4,,,
1514,비유,4,,,
1515,빅히트,4,,,
1516,빛,4,,,
1517,빠,4,,,
1518,뼛속,4,,,
1519,사기,4,,,
1520,사령관,4,,,
1521,사의,4,,,
1522,사장,4,,,
1523,삭,4,,,
1524,삶,4,,,
1525,삼성,4,,,
1526,상의,4,,,
1527,상하이,4,,,
1528,생,4,,,
1529,생산,4,,,
1530,서울,4,,,
1531,성립,4,,,
1532,성병,4,,,
1533,소개,4,,,
1534,소매,4,,,
1535,소원,4,,,
1536,소주,4,,,
1537,손가락,4,,,
1538,수익,4,,,
1539,수작,4,,,
1540,쉬,4,,,
1541,스토리,4,,,
1542,스파게티,4,,,
1543,시리즈,4,,,
1544,시스템,4,,,
1545,시체,4,,,
1546,신분,4,,,
1547,실시간,4,,,
1548,심보,4,,,
1549,씨름,4,,,
1550,아가리,4,,,
1551,아이러니,4,,,
1552,아이폰,4,,,
1553,아저씨,4,,,
1554,아포칼립스,4,,,
1555,악인,4,,,
1556,애가,4,,,
1557,양,4,,,
1558,양복,4,,,
1559,양질,4,,,
1560,업데이트,4,,,
1561,여가부,4,,,
1562,여당,4,,,
1563,여인,4,,,
1564,여지,4,,,
1565,역자,4,,,
1566,연예인,4,,,
1567,열병,4,,,
1568,열폭,4,,,
1569,옴,4,,,
1570,완벽,4,,,
1571,외교부,4,,,
1572,용,4,,,
1573,우려,4,,,
1574,우회,4,,,
1575,월급,4,,,
1576,유입,4,,,
1577,유출,4,,,
1578,유학,4,,,
1579,은나라,4,,,
1580,음모론,4,,,
1581,읍읍,4,,,
1582,의거,4,,,
1583,의류,4,,,
1584,이나,4,,,
1585,이빨,4,,,
1586,이슬람,4,,,
1587,이외,4,,,
1588,이의,4,,,
1589,이틀,4,,,
1590,이해도,4,,,
1591,인력,4,,,
1592,인증,4,,,
1593,일제시대,4,,,
1594,일진,4,,,
1595,일체,4,,,
1596,임마,4,,,
1597,입꾹,4,,,
1598,자네,4,,,
1599,자부심,4,,,
1600,자식,4,,,
1601,자연,4,,,
1602,작,4,,,
1603,작성,4,,,
1604,잠식,4,,,
1605,장군,4,,,
1606,장기,4,,,
1607,장난,4,,,
1608,재창,4,,,
1609,저쪽,4,,,
1610,적반하장,4,,,
1611,전두환,4,,,
1612,전설,4,,,
1613,전승,4,,,
1614,전이,4,,,
1615,정상인,4,,,
1616,정식,4,,,
1617,제국,4,,,
1618,제사,4,,,
1619,조각,4,,,
1620,조심,4,,,
1621,조치,4,,,
1622,족,4,,,
1623,족속,4,,,
1624,종결,4,,,
1625,주문,4,,,
1626,주적,4,,,
1627,주택,4,,,
1628,중구,4,,,
1629,중국말,4,,,
1630,중앙,4,,,
1631,중이,4,,,
1632,중혐,4,,,
1633,중화문,4,,,
1634,증오,4,,,
1635,지나,4,,,
1636,지인,4,,,
1637,지하,4,,,
1638,직업,4,,,
1639,진출,4,,,
1640,질도,4,,,
1641,집착,4,,,
1642,짜증,4,,,
1643,짝,4,,,
1644,짤,4,,,
1645,짬뽕,4,,,
1646,차이니즈,4,,,
1647,착각,4,,,
1648,착죽,4,,,
1649,착취,4,,,
1650,참새,4,,,
1651,책임,4,,,
1652,처리,4,,,
1653,철학,4,,,
1654,청년,4,,,
1655,청소,4,,,
1656,체면,4,,,
1657,초월,4,,,
1658,초한지,4,,,
1659,총,4,,,
1660,최강,4,,,
1661,최대,4,,,
1662,최소,4,,,
1663,출산,4,,,
1664,출처,4,,,
1665,취두부,4,,,
1666,취소,4,,,
1667,취하,4,,,
1668,친일파,4,,,
1669,칠,4,,,
1670,칭찬,4,,,
1671,카피,4,,,
1672,커서,4,,,
1673,코,4,,,
1674,쿼드,4,,,
1675,타격,4,,,
1676,태운,4,,,
1677,택배,4,,,
1678,토착,4,,,
1679,통계,4,,,
1680,통치,4,,,
1681,트윗,4,,,
1682,특성,4,,,
1683,판이,4,,,
1684,팩폭,4,,,
1685,페이몬,4,,,
1686,편안,4,,,
1687,평가,4,,,
1688,폐기,4,,,
1689,포지션,4,,,
1690,표명,4,,,
1691,표본,4,,,
1692,표시,4,,,
1693,표절,4,,,
1694,프로듀서,4,,,
1695,플레이,4,,,
1696,하리,4,,,
1697,하사,4,,,
1698,학생,4,,,
1699,한계,4,,,
1700,할머니,4,,,
1701,합류,4,,,
1702,합리,4,,,
1703,합방,4,,,
1704,합병,4,,,
1705,해방,4,,,
1706,핵무기,4,,,
1707,핵심,4,,,
1708,햄버거,4,,,
1709,햇,4,,,
1710,행태,4,,,
1711,허구,4,,,
1712,헤헤,4,,,
1713,혐,4,,,
1714,협력,4,,,
1715,형도,4,,,
1716,홍산,4,,,
1717,화약,4,,,
1718,화웨이,4,,,
1719,확률,4,,,
1720,환빠,4,,,
1721,황사,4,,,
1722,황하문명,4,,,
1723,모택통,4,,,
1724,가관,3,,,
1725,가득,3,,,
1726,가라,3,,,
1727,가정,3,,,
1728,각각,3,,,
1729,간부,3,,,
1730,간첩,3,,,
1731,감동,3,,,
1732,강경,3,,,
1733,강도,3,,,
1734,개꿀,3,,,
1735,개똥,3,,,
1736,개발도상국,3,,,
1737,개븅신,3,,,
1738,개정,3,,,
1739,거대,3,,,
1740,거름,3,,,
1741,거만,3,,,
1742,거품,3,,,
1743,건강,3,,,
1744,게임광,3,,,
1745,격,3,,,
1746,경제력,3,,,
1747,경찰,3,,,
1748,계승,3,,,
1749,계통,3,,,
1750,고로,3,,,
1751,고증,3,,,
1752,고통,3,,,
1753,고함,3,,,
1754,곤룡포,3,,,
1755,곳곳,3,,,
1756,공개,3,,,
1757,공국,3,,,
1758,공동,3,,,
1759,공자묘,3,,,
1760,공중,3,,,
1761,공통,3,,,
1762,관광객,3,,,
1763,관람,3,,,
1764,관점,3,,,
1765,관해,3,,,
1766,광주,3,,,
1767,괴뢰,3,,,
1768,교훈,3,,,
1769,구경,3,,,
1770,구로,3,,,
1771,구매,3,,,
1772,구별,3,,,
1773,구시대,3,,,
1774,국격,3,,,
1775,국경,3,,,
1776,국공내전,3,,,
1777,국도,3,,,
1778,국물,3,,,
1779,국위,3,,,
1780,국익,3,,,
1781,군복,3,,,
1782,귀족,3,,,
1783,그땐,3,,,
1784,그릇,3,,,
1785,극좌,3,,,
1786,근성,3,,,
1787,근원,3,,,
1788,근처,3,,,
1789,글섭,3,,,
1790,금,3,,,
1791,급상승,3,,,
1792,긍정,3,,,
1793,기만,3,,,
1794,기황후,3,,,
1795,깝,3,,,
1796,껀바이껀,3,,,
1797,꼴통,3,,,
1798,낄낄,3,,,
1799,나무,3,,,
1800,나인,3,,,
1801,날조,3,,,
1802,남바,3,,,
1803,남아,3,,,
1804,남침,3,,,
1805,내내,3,,,
1806,내년,3,,,
1807,내일,3,,,
1808,내장,3,,,
1809,낼,3,,,
1810,노무현,3,,,
1811,노자,3,,,
1812,니콘,3,,,
1813,다문화,3,,,
1814,단군,3,,,
1815,단순,3,,,
1816,단추,3,,,
1817,당면,3,,,
1818,대기업,3,,,
1819,대도,3,,,
1820,대면,3,,,
1821,대중,3,,,
1822,대학교,3,,,
1823,대화,3,,,
1824,도주,3,,,
1825,독재정,3,,,
1826,독제,3,,,
1827,돌대가리,3,,,
1828,돌이,3,,,
1829,동이족,3,,,
1830,동정,3,,,
1831,동포,3,,,
1832,두부,3,,,
1833,드릴,3,,,
1834,듣기,3,,,
1835,등재,3,,,
1836,따름,3,,,
1837,떼,3,,,
1838,똑똑,3,,,
1839,뚝배기,3,,,
1840,러,3,,,
1841,레알,3,,,
1842,로비,3,,,
1843,론,3,,,
1844,리더,3,,,
1845,린다,3,,,
1846,마련,3,,,
1847,마르크스,3,,,
1848,마리,3,,,
1849,막말,3,,,
1850,막상,3,,,
1851,만국,3,,,
1852,만이,3,,,
1853,말총,3,,,
1854,망상,3,,,
1855,망신,3,,,
1856,매너,3,,,
1857,맥,3,,,
1858,먹튀,3,,,
1859,메,3,,,
1860,메뚜기,3,,,
1861,멤버,3,,,
1862,멸족,3,,,
1863,명복,3,,,
1864,명시,3,,,
1865,명예,3,,,
1866,명칭,3,,,
1867,모가지,3,,,
1868,모이,3,,,
1869,모임,3,,,
1870,목걸이,3,,,
1871,무서움,3,,,
1872,무지,3,,,
1873,묵살,3,,,
1874,문장,3,,,
1875,문체부,3,,,
1876,문헌,3,,,
1877,물량,3,,,
1878,물리,3,,,
1879,뭐시기,3,,,
1880,민,3,,,
1881,민간인,3,,,
1882,민심,3,,,
1883,바이,3,,,
1884,바치,3,,,
1885,박쥐,3,,,
1886,반동,3,,,
1887,반만년,3,,,
1888,반미,3,,,
1889,발끈,3,,,
1890,발해,3,,,
1891,밥그릇,3,,,
1892,방계,3,,,
1893,방관,3,,,
1894,배달,3,,,
1895,배상,3,,,
1896,배척,3,,,
1897,배치,3,,,
1898,배틀,3,,,
1899,백,3,,,
1900,백인,3,,,
1901,버전,3,,,
1902,번역기,3,,,
1903,번호,3,,,
1904,범죄,3,,,
1905,보장,3,,,
1906,복색,3,,,
1907,본국,3,,,
1908,봉사,3,,,
1909,부리,3,,,
1910,부모,3,,,
1911,부모님,3,,,
1912,부순,3,,,
1913,부여,3,,,
1914,부인,3,,,
1915,부자,3,,,
1916,부탁,3,,,
1917,북침,3,,,
1918,분자,3,,,
1919,불똥,3,,,
1920,불타,3,,,
1921,브랜드,3,,,
1922,비거,3,,,
1923,비상식량,3,,,
1924,비정상,3,,,
1925,비정상회담,3,,,
1926,비호,3,,,
1927,빈,3,,,
1928,빡빡,3,,,
1929,빡종,3,,,
1930,빵,3,,,
1931,빼기,3,,,
1932,뻐킹,3,,,
1933,뻥,3,,,
1934,사도,3,,,
1935,사발,3,,,
1936,사스,3,,,
1937,사신,3,,,
1938,사이버,3,,,
1939,사전예약,3,,,
1940,사탄,3,,,
1941,살기,3,,,
1942,살인,3,,,
1943,살인자,3,,,
1944,살짝,3,,,
1945,삽질,3,,,
1946,상사,3,,,
1947,상종,3,,,
1948,생명,3,,,
1949,샤오미,3,,,
1950,서바이벌,3,,,
1951,서유기,3,,,
1952,석유,3,,,
1953,석유화학,3,,,
1954,선도,3,,,
1955,선비족,3,,,
1956,선전포고,3,,,
1957,선진국,3,,,
1958,설득,3,,,
1959,설립,3,,,
1960,설설,3,,,
1961,섬나라,3,,,
1962,성리학,3,,,
1963,성명,3,,,
1964,성서,3,,,
1965,성의,3,,,
1966,세종대왕,3,,,
1967,섹스,3,,,
1968,소,3,,,
1969,소각,3,,,
1970,소비자,3,,,
1971,소식,3,,,
1972,소용,3,,,
1973,소유,3,,,
1974,소전,3,,,
1975,손아귀,3,,,
1976,손흥민,3,,,
1977,수뇌부,3,,,
1978,수능,3,,,
1979,수단,3,,,
1980,수만,3,,,
1981,수치,3,,,
1982,수탈,3,,,
1983,순식간,3,,,
1984,술,3,,,
1985,스카이,3,,,
1986,스타,3,,,
1987,스트레스,3,,,
1988,스팀,3,,,
1989,승자,3,,,
1990,시나리오,3,,,
1991,시신,3,,,
1992,시초,3,,,
1993,시험,3,,,
1994,식민,3,,,
1995,식이,3,,,
1996,신발,3,,,
1997,실,3,,,
1998,실력,3,,,
1999,실리,3,,,
2000,실망,3,,,
2001,쌍,3,,,
2002,쌍욕,3,,,
2003,썸넬,3,,,
2004,쏙,3,,,
2005,쓰기,3,,,
2006,쓰레기통,3,,,
2007,쓸모,3,,,
2008,씨앗,3,,,
2009,아대,3,,,
2010,아동,3,,,
2011,아오자이,3,,,
2012,아웃,3,,,
2013,아침,3,,,
2014,악당,3,,,
2015,안나,3,,,
2016,안달,3,,,
2017,안심,3,,,
2018,알리바바,3,,,
2019,압력,3,,,
2020,앞뒤,3,,,
2021,애기,3,,,
2022,야동,3,,,
2023,약소국,3,,,
2024,양반,3,,,
2025,양보,3,,,
2026,양쪽,3,,,
2027,어의,3,,,
2028,어처구니,3,,,
2029,억지,3,,,
2030,여러가지,3,,,
2031,역사관,3,,,
2032,역사학자,3,,,
2033,연결,3,,,
2034,연대,3,,,
2035,연락,3,,,
2036,연합군,3,,,
2037,열강,3,,,
2038,영혼,3,,,
2039,예시,3,,,
2040,오늘날,3,,,
2041,오리,3,,,
2042,오프닝,3,,,
2043,오해,3,,,
2044,온건,3,,,
2045,온라인,3,,,
2046,올드선,3,,,
2047,와우,3,,,
2048,왈,3,,,
2049,외면,3,,,
2050,요가,3,,,
2051,요소,3,,,
2052,욕설,3,,,
2053,욬,3,,,
2054,우민화,3,,,
2055,우방,3,,,
2056,우선,3,,,
2057,우승,3,,,
2058,운,3,,,
2059,원년,3,,,
2060,원류,3,,,
2061,원폭,3,,,
2062,위인,3,,,
2063,유대인,3,,,
2064,유도,3,,,
2065,유머,3,,,
2066,유명,3,,,
2067,유언비어,3,,,
2068,유적,3,,,
2069,유통,3,,,
2070,의도,3,,,
2071,이념,3,,,
2072,이데올로기,3,,,
2073,이윤,3,,,
2074,이집트,3,,,
2075,이참,3,,,
2076,인대,3,,,
2077,인류사,3,,,
2078,인민군,3,,,
2079,인원,3,,,
2080,인지도,3,,,
2081,일당,3,,,
2082,일일,3,,,
2083,일제강점기,3,,,
2084,임진왜란,3,,,
2085,입지,3,,,
2086,자긍심,3,,,
2087,자라,3,,,
2088,자멸,3,,,
2089,자문,3,,,
2090,자삭,3,,,
2091,자처,3,,,
2092,자치통감,3,,,
2093,작전,3,,,
2094,작품,3,,,
2095,잡것,3,,,
2096,장,3,,,
2097,장관,3,,,
2098,장기매매,3,,,
2099,장점,3,,,
2100,장창,3,,,
2101,재벌,3,,,
2102,쟁취,3,,,
2103,저항,3,,,
2104,저희,3,,,
2105,적군,3,,,
2106,전문가,3,,,
2107,전반,3,,,
2108,전역,3,,,
2109,전염병,3,,,
2110,전직,3,,,
2111,정세,3,,,
2112,정신승리,3,,,
2113,제거,3,,,
2114,제공,3,,,
2115,제로,3,,,
2116,제작자,3,,,
2117,제출,3,,,
2118,제한,3,,,
2119,조롱,3,,,
2120,조선인,3,,,
2121,조조,3,,,
2122,조직,3,,,
2123,존,3,,,
2124,존엄성,3,,,
2125,종일,3,,,
2126,종종,3,,,
2127,종주국,3,,,
2128,종특,3,,,
2129,좌,3,,,
2130,주권,3,,,
2131,주기,3,,,
2132,주도,3,,,
2133,주인공,3,,,
2134,중국군,3,,,
2135,중국드라마,3,,,
2136,중국음식,3,,,
2137,중국화,3,,,
2138,중단,3,,,
2139,중동,3,,,
2140,중복,3,,,
2141,중인,3,,,
2142,중하,3,,,
2143,즁국,3,,,
2144,증가,3,,,
2145,증명,3,,,
2146,지구촌,3,,,
2147,지들껀,3,,,
2148,지부,3,,,
2149,지속,3,,,
2150,지원,3,,,
2151,지지자,3,,,
2152,지침,3,,,
2153,직계,3,,,
2154,직시,3,,,
2155,진리,3,,,
2156,진영,3,,,
2157,진절머리,3,,,
2158,진행형,3,,,
2159,질투,3,,,
2160,쭉,3,,,
2161,쭝꾹,3,,,
2162,쭝꿔,3,,,
2163,차량,3,,,
2164,찬,3,,,
2165,채팅,3,,,
2166,처신,3,,,
2167,천재,3,,,
2168,천지,3,,,
2169,첨,3,,,
2170,청와대,3,,,
2171,체계,3,,,
2172,체조,3,,,
2173,초반,3,,,
2174,최악,3,,,
2175,추,3,,,
2176,추억,3,,,
2177,추진,3,,,
2178,축,3,,,
2179,축하,3,,,
2180,출동,3,,,
2181,춤,3,,,
2182,층,3,,,
2183,치기,3,,,
2184,치마,3,,,
2185,치부,3,,,
2186,친미,3,,,
2187,친북,3,,,
2188,침,3,,,
2189,캐릭,3,,,
2190,컨트롤,3,,,
2191,컴퍼니,3,,,
2192,코로,3,,,
2193,클라스,3,,,
2194,킴치,3,,,
2195,킹덤,3,,,
2196,태도,3,,,
2197,택동이,3,,,
2198,텐션,3,,,
2199,톈안먼,3,,,
2200,퇴사,3,,,
2201,투쟁,3,,,
2202,트럭,3,,,
2203,트롤,3,,,
2204,트집,3,,,
2205,특,3,,,
2206,틱톡,3,,,
2207,파생,3,,,
2208,파워,3,,,
2209,판국,3,,,
2210,판사,3,,,
2211,팔면,3,,,
2212,패배,3,,,
2213,패치,3,,,
2214,퍼센트,3,,,
2215,페북,3,,,
2216,페이스북,3,,,
2217,편이,3,,,
2218,평소,3,,,
2219,폭,3,,,
2220,폭력,3,,,
2221,폰,3,,,
2222,풀발,3,,,
2223,품위,3,,,
2224,프레임,3,,,
2225,프로젝트,3,,,
2226,피라미드,3,,,
2227,필,3,,,
2228,필수,3,,,
2229,핑,3,,,
2230,하이라이트,3,,,
2231,학부모,3,,,
2232,학회,3,,,
2233,한미,3,,,
2234,한쪽,3,,,
2235,한텐,3,,,
2236,한판,3,,,
2237,항문,3,,,
2238,항미원조전쟁,3,,,
2239,해석,3,,,
2240,해악,3,,,
2241,해주,3,,,
2242,해체,3,,,
2243,허재,3,,,
2244,현상,3,,,
2245,협상,3,,,
2246,홍치제,3,,,
2247,환,3,,,
2248,황당,3,,,
2249,황하,3,,,
2250,회장,3,,,
2251,횟수,3,,,
2252,효과,3,,,
2253,효도,3,,,
2254,후진국,3,,,
2255,후카,3,,,
2256,훅,3,,,
2257,훠,3,,,
2258,훼손,3,,,
2259,흔적,3,,,
2260,흠,3,,,
2261,히틀러,3,,,
2262,힐링,3,,,
2263,쩌뚱,3,,,
2264,가공,2,,,
2265,가능,2,,,
2266,가도,2,,,
2267,가설,2,,,
2268,가스,2,,,
2269,가오,2,,,
2270,가챠,2,,,
2271,각국,2,,,
2272,각심,2,,,
2273,각자,2,,,
2274,간접,2,,,
2275,간지,2,,,
2276,갈이,2,,,
2277,감기,2,,,
2278,감당,2,,,
2279,감독,2,,,
2280,감성,2,,,
2281,감시,2,,,
2282,감염,2,,,
2283,강간범,2,,,
2284,강조,2,,,
2285,개구리,2,,,
2286,개량,2,,,
2287,개멋,2,,,
2288,개무시,2,,,
2289,개뿔,2,,,
2290,개속,2,,,
2291,개수,2,,,
2292,개인주의,2,,,
2293,개잡,2,,,
2294,개제,2,,,
2295,개최,2,,,
2296,개표,2,,,
2297,개혁,2,,,
2298,거구,2,,,
2299,거론,2,,,
2300,거림,2,,,
2301,거부,2,,,
2302,거역,2,,,
2303,거울,2,,,
2304,거저,2,,,
2305,거주,2,,,
2306,건륭제,2,,,
2307,건설,2,,,
2308,검거,2,,,
2309,검증,2,,,
2310,게거품,2,,,
2311,게이,2,,,
2312,격감,2,,,
2313,격인,2,,,
2314,결과물,2,,,
2315,결혼,2,,,
2316,경도,2,,,
2317,경력,2,,,
2318,경제권,2,,,
2319,계몽사상,2,,,
2320,계산,2,,,
2321,계세,2,,,
2322,계시,2,,,
2323,계열,2,,,
2324,고개,2,,,
2325,고관,2,,,
2326,고물,2,,,
2327,고수,2,,,
2328,고용,2,,,
2329,고이,2,,,
2330,고집,2,,,
2331,고향,2,,,
2332,곤충,2,,,
2333,골드,2,,,
2334,골수,2,,,
2335,곰,2,,,
2336,공기,2,,,
2337,공산품,2,,,
2338,공통점,2,,,
2339,공포,2,,,
2340,과도,2,,,
2341,과시,2,,,
2342,관계자,2,,,
2343,관념,2,,,
2344,관람객,2,,,
2345,관료,2,,,
2346,관우,2,,,
2347,광개토대왕,2,,,
2348,광기,2,,,
2349,광복,2,,,
2350,괴,2,,,
2351,괴뢰정부,2,,,
2352,괴물,2,,,
2353,구가,2,,,
2354,구동,2,,,
2355,구만,2,,,
2356,구멍,2,,,
2357,구실,2,,,
2358,구역질,2,,,
2359,구절,2,,,
2360,구지,2,,,
2361,국가원수,2,,,
2362,국민당,2,,,
2363,국민성,2,,,
2364,국방,2,,,
2365,국방력,2,,,
2366,국보,2,,,
2367,국사,2,,,
2368,국전,2,,,
2369,국정원,2,,,
2370,국화,2,,,
2371,군,2,,,
2372,군림,2,,,
2373,군신,2,,,
2374,군인,2,,,
2375,굴리,2,,,
2376,굴복,2,,,
2377,굿,2,,,
2378,권,2,,,
2379,귀속,2,,,
2380,귀인,2,,,
2381,귀하,2,,,
2382,그래프,2,,,
2383,극히,2,,,
2384,근간,2,,,
2385,근래,2,,,
2386,글씨,2,,,
2387,글케,2,,,
2388,금방,2,,,
2389,기근,2,,,
2390,기기,2,,,
2391,기능,2,,,
2392,기름,2,,,
2393,기물,2,,,
2394,기반,2,,,
2395,기승,2,,,
2396,기여,2,,,
2397,기와,2,,,
2398,기원전,2,,,
2399,기점,2,,,
2400,기정,2,,,
2401,기조,2,,,
2402,기질,2,,,
2403,기초,2,,,
2404,기획사,2,,,
2405,긴급,2,,,
2406,김구,2,,,
2407,김일성,2,,,
2408,김정은,2,,,
2409,깔깔,2,,,
2410,깜,2,,,
2411,꼬맹이,2,,,
2412,꼬접,2,,,
2413,꼬투리,2,,,
2414,꼽자,2,,,
2415,꿀꺽,2,,,
2416,꿀잼,2,,,
2417,끄덕,2,,,
2418,끈,2,,,
2419,나갓,2,,,
2420,나관중,2,,,
2421,나치당,2,,,
2422,나치즘,2,,,
2423,나토,2,,,
2424,낙타,2,,,
2425,낚시,2,,,
2426,난건,2,,,
2427,난징대학살,2,,,
2428,남북,2,,,
2429,남일,2,,,
2430,남중국해,2,,,
2431,납득,2,,,
2432,내몽고,2,,,
2433,내전,2,,,
2434,냄비,2,,,
2435,네덜란드,2,,,
2436,네오플,2,,,
2437,넷마블,2,,,
2438,넷상,2,,,
2439,녀석,2,,,
2440,노골,2,,,
2441,노릇,2,,,
2442,노리,2,,,
2443,노선,2,,,
2444,논의,2,,,
2445,논쟁,2,,,
2446,놀이,2,,,
2447,뇌물,2,,,
2448,뉘앙스,2,,,
2449,뉴질랜드,2,,,
2450,능력자,2,,,
2451,늬들,2,,,
2452,닉,2,,,
2453,닉값,2,,,
2454,닉네임,2,,,
2455,다롄,2,,,
2456,다민족국가,2,,,
2457,단속,2,,,
2458,단일,2,,,
2459,단절,2,,,
2460,단정,2,,,
2461,달님,2,,,
2462,닭,2,,,
2463,당원,2,,,
2464,당일,2,,,
2465,당하,2,,,
2466,당한,2,,,
2467,당혹,2,,,
2468,대결,2,,,
2469,대기,2,,,
2470,대답,2,,,
2471,대리인,2,,,
2472,대만인,2,,,
2473,대문,2,,,
2474,대박,2,,,
2475,대반,2,,,
2476,대성공,2,,,
2477,대약진,2,,,
2478,대유행,2,,,
2479,대접,2,,,
2480,대조,2,,,
2481,대판,2,,,
2482,대회,2,,,
2483,댁,2,,,
2484,덜덜,2,,,
2485,덤,2,,,
2486,덧글,2,,,
2487,데이터,2,,,
2488,도로,2,,,
2489,도시,2,,,
2490,도시전설,2,,,
2491,도안,2,,,
2492,도용,2,,,
2493,도피,2,,,
2494,독립국,2,,,
2495,독립군,2,,,
2496,돌아이,2,,,
2497,동남,2,,,
2498,동맹국,2,,,
2499,동물원,2,,,
2500,동북,2,,,
2501,동북아,2,,,
2502,동북아시아,2,,,
2503,동양인,2,,,
2504,동양철학,2,,,
2505,동이,2,,,
2506,동일시,2,,,
2507,동쪽,2,,,
2508,동태,2,,,
2509,동화,2,,,
2510,두루,2,,,
2511,드레스,2,,,
2512,득세,2,,,
2513,들보,2,,,
2514,등소평,2,,,
2515,디즈니,2,,,
2516,딜량,2,,,
2517,따돌림,2,,,
2518,딸,2,,,
2519,때국,2,,,
2520,뗏놈들,2,,,
